annee,pays_accueil,iso3_accueil,iso2_accueil,pays_origine,iso3_origine,dec_pos,dec_rej,dec_total,taux
2017,Finland,FIN,FI,Algeria,DZA,0,18,41,0.0
2017,Finland,FIN,FI,Angola,AGO,0,0,15,0.0
2017,Finland,FIN,FI,Egypt,EGY,0,5,10,0.0
2017,Finland,FIN,FI,Cameroon,CMR,0,11,33,0.0
2017,Finland,FIN,FI,Congo,COG,0,0,5,0.0
2017,Finland,FIN,FI,Dem. Rep. of the Congo,COD,0,5,17,0.0
2017,Finland,FIN,FI,Eritrea,ERI,225,0,230,97.83
2017,Finland,FIN,FI,Ethiopia,ETH,15,17,37,40.54
2017,Finland,FIN,FI,Gabon,GAB,0,0,5,0.0
2017,Finland,FIN,FI,Gambia,GMB,0,13,43,0.0
2017,Finland,FIN,FI,Ghana,GHA,0,5,19,0.0
2017,Finland,FIN,FI,Guinea,GIN,0,0,5,0.0
2017,Finland,FIN,FI,Cote d'Ivoire,CIV,0,0,5,0.0
2017,Finland,FIN,FI,Kenya,KEN,0,5,5,0.0
2017,Finland,FIN,FI,Liberia,LBR,0,0,5,0.0
2017,Finland,FIN,FI,Libya,LBY,0,0,10,0.0
2017,Finland,FIN,FI,Mali,MLI,0,0,5,0.0
2017,Finland,FIN,FI,Morocco,MAR,0,16,59,0.0
2017,Finland,FIN,FI,Nigeria,NGA,0,65,124,0.0
2017,Finland,FIN,FI,South Africa,ZAF,0,5,5,0.0
2017,Finland,FIN,FI,Rwanda,RWA,5,0,5,100.0
2017,Finland,FIN,FI,Senegal,SEN,0,0,5,0.0
2017,Finland,FIN,FI,Sierra Leone,SLE,0,5,5,0.0
2017,Finland,FIN,FI,Somalia,SOM,106,268,496,21.37
2017,Finland,FIN,FI,Sudan,SDN,14,5,19,73.68
2017,Finland,FIN,FI,United Rep. of Tanzania,TZA,0,0,5,0.0
2017,Finland,FIN,FI,Tunisia,TUN,0,0,12,0.0
2017,Finland,FIN,FI,Uganda,UGA,0,0,10,0.0
2019,Finland,FIN,FI,Algeria,DZA,0,5,16,0.0
2019,Finland,FIN,FI,Angola,AGO,5,10,33,15.15
2019,Finland,FIN,FI,Egypt,EGY,5,13,18,27.78
2019,Finland,FIN,FI,Cameroon,CMR,14,29,61,22.95
2019,Finland,FIN,FI,Dem. Rep. of the Congo,COD,5,10,20,25.0
2019,Finland,FIN,FI,Eritrea,ERI,13,0,13,100.0
2019,Finland,FIN,FI,Ethiopia,ETH,0,21,26,0.0
2019,Finland,FIN,FI,Gambia,GMB,0,14,35,0.0
2019,Finland,FIN,FI,Ghana,GHA,0,10,15,0.0
2019,Finland,FIN,FI,Guinea,GIN,5,0,5,100.0
2019,Finland,FIN,FI,Kenya,KEN,0,5,10,0.0
2019,Finland,FIN,FI,Libya,LBY,0,0,10,0.0
2019,Finland,FIN,FI,Morocco,MAR,5,10,29,17.24
2019,Finland,FIN,FI,Namibia,NAM,0,0,5,0.0
2019,Finland,FIN,FI,Nigeria,NGA,5,63,132,3.79
2019,Finland,FIN,FI,Rwanda,RWA,5,12,17,29.41
2019,Finland,FIN,FI,Senegal,SEN,0,5,5,0.0
2019,Finland,FIN,FI,Sierra Leone,SLE,0,5,10,0.0
2019,Finland,FIN,FI,Somalia,SOM,134,73,271,49.45
2019,Finland,FIN,FI,Sudan,SDN,14,0,19,73.68
2019,Finland,FIN,FI,Tunisia,TUN,0,0,5,0.0
2019,Finland,FIN,FI,Uganda,UGA,0,12,12,0.0
2019,Finland,FIN,FI,Zimbabwe,ZWE,5,0,5,100.0
2015,Belgium,BEL,BE,Algeria,DZA,18,45,77,23.38
2015,Belgium,BEL,BE,Angola,AGO,5,46,51,9.8
2015,Belgium,BEL,BE,Egypt,EGY,22,42,74,29.73
2015,Belgium,BEL,BE,Burundi,BDI,112,23,140,80.0
2015,Belgium,BEL,BE,Benin,BEN,5,18,23,21.74
2015,Belgium,BEL,BE,Burkina Faso,BFA,32,36,68,47.06
2015,Belgium,BEL,BE,Central African Rep.,CAF,13,0,24,54.17
2015,Belgium,BEL,BE,Chad,TCD,5,0,5,100.0
2015,Belgium,BEL,BE,Cameroon,CMR,65,152,235,27.66
2015,Belgium,BEL,BE,Congo,COG,5,5,10,50.0
2015,Belgium,BEL,BE,Dem. Rep. of the Congo,COD,199,407,621,32.05
2015,Belgium,BEL,BE,Djibouti,DJI,89,54,143,62.24
2015,Belgium,BEL,BE,Eritrea,ERI,649,38,692,93.79
2015,Belgium,BEL,BE,Ethiopia,ETH,18,40,63,28.57
2015,Belgium,BEL,BE,Gabon,GAB,10,0,10,100.0
2015,Belgium,BEL,BE,Gambia,GMB,5,23,33,15.15
2015,Belgium,BEL,BE,Ghana,GHA,5,15,20,25.0
2015,Belgium,BEL,BE,Guinea-Bissau,GNB,0,5,5,0.0
2015,Belgium,BEL,BE,Guinea,GIN,562,264,865,64.97
2015,Belgium,BEL,BE,Cote d'Ivoire,CIV,27,54,81,33.33
2015,Belgium,BEL,BE,Kenya,KEN,5,14,19,26.32
2015,Belgium,BEL,BE,Libya,LBY,26,0,62,41.94
2015,Belgium,BEL,BE,Mauritania,MRT,22,59,81,27.16
2015,Belgium,BEL,BE,Mali,MLI,11,27,38,28.95
2015,Belgium,BEL,BE,Morocco,MAR,20,99,133,15.04
2015,Belgium,BEL,BE,Niger,NER,13,59,72,18.06
2015,Belgium,BEL,BE,Nigeria,NGA,5,53,63,7.94
2015,Belgium,BEL,BE,Rwanda,RWA,79,179,268,29.48
2015,Belgium,BEL,BE,Senegal,SEN,68,109,193,35.23
2015,Belgium,BEL,BE,Sierra Leone,SLE,0,12,12,0.0
2015,Belgium,BEL,BE,Somalia,SOM,265,105,654,40.52
2015,Belgium,BEL,BE,Sudan,SDN,53,31,89,59.55
2015,Belgium,BEL,BE,United Rep. of Tanzania,TZA,14,5,19,73.68
2015,Belgium,BEL,BE,Togo,TGO,28,83,116,24.14
2015,Belgium,BEL,BE,Tunisia,TUN,19,28,52,36.54
2015,Belgium,BEL,BE,Uganda,UGA,5,14,19,26.32
2015,Bulgaria,BGR,BG,Algeria,DZA,0,0,49,0.0
2015,Bulgaria,BGR,BG,Central African Rep.,CAF,0,0,5,0.0
2015,Bulgaria,BGR,BG,Cameroon,CMR,0,12,28,0.0
2015,Bulgaria,BGR,BG,Congo,COG,0,0,10,0.0
2015,Bulgaria,BGR,BG,Dem. Rep. of the Congo,COD,0,0,5,0.0
2015,Bulgaria,BGR,BG,Eritrea,ERI,0,0,16,0.0
2015,Bulgaria,BGR,BG,Gambia,GMB,0,0,12,0.0
2015,Bulgaria,BGR,BG,Ghana,GHA,0,15,28,0.0
2015,Bulgaria,BGR,BG,Guinea,GIN,0,0,5,0.0
2015,Bulgaria,BGR,BG,Cote d'Ivoire,CIV,0,14,19,0.0
2015,Bulgaria,BGR,BG,Liberia,LBR,0,0,5,0.0
2015,Bulgaria,BGR,BG,Libya,LBY,0,0,5,0.0
2015,Bulgaria,BGR,BG,Mali,MLI,0,10,41,0.0
2015,Bulgaria,BGR,BG,Morocco,MAR,0,0,12,0.0
2015,Bulgaria,BGR,BG,Nigeria,NGA,0,11,11,0.0
2015,Bulgaria,BGR,BG,Rwanda,RWA,0,0,11,0.0
2015,Bulgaria,BGR,BG,Senegal,SEN,0,0,10,0.0
2015,Bulgaria,BGR,BG,Sierra Leone,SLE,0,0,5,0.0
2015,Bulgaria,BGR,BG,Somalia,SOM,0,0,16,0.0
2015,Bulgaria,BGR,BG,Sudan,SDN,0,10,10,0.0
2015,Bulgaria,BGR,BG,Tunisia,TUN,0,0,5,0.0
2015,Bulgaria,BGR,BG,Uganda,UGA,0,0,5,0.0
2015,Cyprus,CYP,CY,Egypt,EGY,5,59,121,4.13
2015,Cyprus,CYP,CY,Cameroon,CMR,12,0,17,70.59
2015,Cyprus,CYP,CY,Dem. Rep. of the Congo,COD,5,0,10,50.0
2015,Cyprus,CYP,CY,Comoros,COM,0,5,5,0.0
2015,Cyprus,CYP,CY,Ghana,GHA,0,5,5,0.0
2015,Cyprus,CYP,CY,Guinea,GIN,0,0,5,0.0
2015,Cyprus,CYP,CY,Mali,MLI,0,0,5,0.0
2015,Cyprus,CYP,CY,Nigeria,NGA,0,14,14,0.0
2015,Cyprus,CYP,CY,Rwanda,RWA,5,0,5,100.0
2015,Cyprus,CYP,CY,Sierra Leone,SLE,5,0,5,100.0
2015,Cyprus,CYP,CY,Somalia,SOM,5,0,37,13.51
2015,Czechia,CZE,CZ,Algeria,DZA,0,0,10,0.0
2015,Czechia,CZE,CZ,Dem. Rep. of the Congo,COD,0,0,5,0.0
2015,Czechia,CZE,CZ,Ghana,GHA,0,0,5,0.0
2015,Czechia,CZE,CZ,Libya,LBY,0,0,5,0.0
2015,Czechia,CZE,CZ,Nigeria,NGA,5,11,32,15.62
2015,Denmark,DNK,DK,Algeria,DZA,0,15,15,0.0
2015,Denmark,DNK,DK,Egypt,EGY,0,13,13,0.0
2015,Denmark,DNK,DK,Cameroon,CMR,0,5,5,0.0
2015,Denmark,DNK,DK,Dem. Rep. of the Congo,COD,0,10,10,0.0
2015,Denmark,DNK,DK,Eritrea,ERI,2700,65,2947,91.62
2015,Denmark,DNK,DK,Ethiopia,ETH,24,45,74,32.43
2015,Denmark,DNK,DK,Gambia,GMB,0,5,5,0.0
2015,Denmark,DNK,DK,Ghana,GHA,0,10,10,0.0
2015,Denmark,DNK,DK,Kenya,KEN,0,12,12,0.0
2015,Denmark,DNK,DK,Libya,LBY,0,14,14,0.0
2015,Denmark,DNK,DK,Morocco,MAR,0,30,30,0.0
2015,Denmark,DNK,DK,Nigeria,NGA,0,24,24,0.0
2015,Denmark,DNK,DK,Rwanda,RWA,0,5,5,0.0
2015,Denmark,DNK,DK,Somalia,SOM,5,159,282,1.77
2015,Denmark,DNK,DK,Sudan,SDN,10,35,45,22.22
2015,Denmark,DNK,DK,United Rep. of Tanzania,TZA,0,5,5,0.0
2015,Denmark,DNK,DK,Tunisia,TUN,0,11,11,0.0
2015,Denmark,DNK,DK,Uganda,UGA,15,5,20,75.0
2015,Estonia,EST,EE,Algeria,DZA,0,5,5,0.0
2015,Estonia,EST,EE,Egypt,EGY,0,5,5,0.0
2015,Estonia,EST,EE,Cameroon,CMR,0,5,5,0.0
2015,Estonia,EST,EE,Mali,MLI,0,5,5,0.0
2015,Estonia,EST,EE,Nigeria,NGA,0,5,5,0.0
2015,Estonia,EST,EE,Sudan,SDN,14,0,14,100.0
2015,Finland,FIN,FI,Algeria,DZA,0,19,69,0.0
2015,Finland,FIN,FI,Angola,AGO,0,0,10,0.0
2015,Finland,FIN,FI,Egypt,EGY,0,0,13,0.0
2015,Finland,FIN,FI,Burundi,BDI,0,0,5,0.0
2015,Finland,FIN,FI,Cameroon,CMR,10,10,25,40.0
2015,Finland,FIN,FI,Dem. Rep. of the Congo,COD,11,5,21,52.38
2015,Finland,FIN,FI,Eritrea,ERI,0,0,12,0.0
2015,Finland,FIN,FI,Ethiopia,ETH,5,5,21,23.81
2015,Finland,FIN,FI,Gambia,GMB,0,16,33,0.0
2015,Finland,FIN,FI,Ghana,GHA,0,10,20,0.0
2015,Finland,FIN,FI,Guinea-Bissau,GNB,0,5,5,0.0
2015,Finland,FIN,FI,Guinea,GIN,0,12,12,0.0
2015,Finland,FIN,FI,Cote d'Ivoire,CIV,5,0,5,100.0
2015,Finland,FIN,FI,Kenya,KEN,0,0,5,0.0
2015,Finland,FIN,FI,Libya,LBY,0,0,23,0.0
2015,Finland,FIN,FI,Mauritania,MRT,0,0,5,0.0
2015,Finland,FIN,FI,Mali,MLI,0,0,13,0.0
2015,Finland,FIN,FI,Morocco,MAR,5,22,81,6.17
2015,Finland,FIN,FI,Nigeria,NGA,0,55,115,0.0
2015,Finland,FIN,FI,Senegal,SEN,0,0,10,0.0
2015,Finland,FIN,FI,Sierra Leone,SLE,0,0,5,0.0
2015,Finland,FIN,FI,Somalia,SOM,231,14,564,40.96
2015,Finland,FIN,FI,Sudan,SDN,0,0,5,0.0
2015,Finland,FIN,FI,United Rep. of Tanzania,TZA,0,0,10,0.0
2015,Finland,FIN,FI,Togo,TGO,0,0,5,0.0
2015,Finland,FIN,FI,Tunisia,TUN,0,5,25,0.0
2015,Finland,FIN,FI,Uganda,UGA,5,0,5,100.0
2015,France,FRA,FR,Algeria,DZA,66,1523,1608,4.1
2015,France,FRA,FR,Angola,AGO,31,372,413,7.51
2015,France,FRA,FR,Egypt,EGY,75,222,297,25.25
2015,France,FRA,FR,Burundi,BDI,11,10,21,52.38
2015,France,FRA,FR,Benin,BEN,5,15,20,25.0
2015,France,FRA,FR,Burkina Faso,BFA,0,26,36,0.0
2015,France,FRA,FR,Central African Rep.,CAF,190,78,688,27.62
2015,France,FRA,FR,Chad,TCD,43,266,314,13.69
2015,France,FRA,FR,Cameroon,CMR,31,156,197,15.74
2015,France,FRA,FR,Congo,COG,44,758,807,5.45
2015,France,FRA,FR,Dem. Rep. of the Congo,COD,465,4241,4774,9.74
2015,France,FRA,FR,Comoros,COM,29,278,312,9.29
2015,France,FRA,FR,Cabo Verde,CPV,0,5,5,0.0
2015,France,FRA,FR,Djibouti,DJI,17,15,32,53.12
2015,France,FRA,FR,Eritrea,ERI,492,568,1060,46.42
2015,France,FRA,FR,Ethiopia,ETH,62,201,263,23.57
2015,France,FRA,FR,Gabon,GAB,0,13,13,0.0
2015,France,FRA,FR,Gambia,GMB,19,90,109,17.43
2015,France,FRA,FR,Ghana,GHA,0,23,23,0.0
2015,France,FRA,FR,Guinea-Bissau,GNB,10,100,110,9.09
2015,France,FRA,FR,Guinea,GIN,675,2243,3014,22.4
2015,France,FRA,FR,Cote d'Ivoire,CIV,150,846,1034,14.51
2015,France,FRA,FR,Kenya,KEN,5,10,15,33.33
2015,France,FRA,FR,Liberia,LBR,0,5,5,0.0
2015,France,FRA,FR,Libya,LBY,58,133,196,29.59
2015,France,FRA,FR,Madagascar,MDG,5,96,106,4.72
2015,France,FRA,FR,Mauritania,MRT,77,787,864,8.91
2015,France,FRA,FR,Mali,MLI,184,974,1170,15.73
2015,France,FRA,FR,Morocco,MAR,20,146,166,12.05
2015,France,FRA,FR,Mauritius,MUS,0,5,5,0.0
2015,France,FRA,FR,Niger,NER,0,16,16,0.0
2015,France,FRA,FR,Nigeria,NGA,75,1385,1487,5.04
2015,France,FRA,FR,South Africa,ZAF,0,13,13,0.0
2015,France,FRA,FR,Rwanda,RWA,40,55,95,42.11
2015,France,FRA,FR,Senegal,SEN,90,242,337,26.71
2015,France,FRA,FR,Sierra Leone,SLE,10,53,63,15.87
2015,France,FRA,FR,Somalia,SOM,39,700,784,4.97
2015,France,FRA,FR,Sudan,SDN,1163,2371,3570,32.58
2015,France,FRA,FR,South Sudan,SSD,5,0,5,100.0
2015,France,FRA,FR,Togo,TGO,18,147,165,10.91
2015,France,FRA,FR,Tunisia,TUN,25,186,216,11.57
2015,France,FRA,FR,Uganda,UGA,21,10,31,67.74
2015,France,FRA,FR,Western Sahara,ESH,104,393,502,20.72
2015,Greece,GRC,EL,Algeria,DZA,0,123,170,0.0
2015,Greece,GRC,EL,Egypt,EGY,25,197,255,9.8
2015,Greece,GRC,EL,Burkina Faso,BFA,0,10,15,0.0
2015,Greece,GRC,EL,Cameroon,CMR,16,178,299,5.35
2015,Greece,GRC,EL,Congo,COG,0,14,26,0.0
2015,Greece,GRC,EL,Dem. Rep. of the Congo,COD,19,69,158,12.03
2015,Greece,GRC,EL,Comoros,COM,0,11,11,0.0
2015,Greece,GRC,EL,Eritrea,ERI,68,22,133,51.13
2015,Greece,GRC,EL,Ethiopia,ETH,20,29,59,33.9
2015,Greece,GRC,EL,Gabon,GAB,0,5,5,0.0
2015,Greece,GRC,EL,Gambia,GMB,0,13,13,0.0
2015,Greece,GRC,EL,Ghana,GHA,0,58,68,0.0
2015,Greece,GRC,EL,Guinea,GIN,0,17,22,0.0
2015,Greece,GRC,EL,Cote d'Ivoire,CIV,5,40,73,6.85
2015,Greece,GRC,EL,Kenya,KEN,5,17,22,22.73
2015,Greece,GRC,EL,Liberia,LBR,0,5,5,0.0
2015,Greece,GRC,EL,Libya,LBY,5,0,20,25.0
2015,Greece,GRC,EL,Madagascar,MDG,0,5,5,0.0
2015,Greece,GRC,EL,Mauritania,MRT,5,13,18,27.78
2015,Greece,GRC,EL,Mali,MLI,0,10,28,0.0
2015,Greece,GRC,EL,Morocco,MAR,0,63,94,0.0
2015,Greece,GRC,EL,Nigeria,NGA,22,313,395,5.57
2015,Greece,GRC,EL,Rwanda,RWA,0,12,12,0.0
2015,Greece,GRC,EL,Senegal,SEN,0,81,96,0.0
2015,Greece,GRC,EL,Sierra Leone,SLE,5,20,39,12.82
2015,Greece,GRC,EL,Somalia,SOM,16,26,122,13.11
2015,Greece,GRC,EL,Sudan,SDN,59,82,220,26.82
2015,Greece,GRC,EL,United Rep. of Tanzania,TZA,5,12,17,29.41
2015,Greece,GRC,EL,Togo,TGO,0,13,18,0.0
2015,Greece,GRC,EL,Tunisia,TUN,0,22,32,0.0
2015,Greece,GRC,EL,Uganda,UGA,5,11,21,23.81
2015,Greece,GRC,EL,Western Sahara,ESH,0,5,5,0.0
2015,Croatia,HRV,HR,Algeria,DZA,0,20,30,0.0
2015,Croatia,HRV,HR,Egypt,EGY,0,0,5,0.0
2015,Croatia,HRV,HR,Cameroon,CMR,0,5,5,0.0
2015,Croatia,HRV,HR,Gambia,GMB,0,5,5,0.0
2015,Croatia,HRV,HR,Morocco,MAR,0,14,14,0.0
2015,Croatia,HRV,HR,Nigeria,NGA,5,18,23,21.74
2015,Croatia,HRV,HR,Senegal,SEN,0,5,5,0.0
2015,Croatia,HRV,HR,Somalia,SOM,0,0,5,0.0
2015,Croatia,HRV,HR,Tunisia,TUN,0,5,5,0.0
2015,Ireland,IRL,IE,Algeria,DZA,0,37,60,0.0
2015,Ireland,IRL,IE,Egypt,EGY,0,0,10,0.0
2015,Ireland,IRL,IE,Botswana,BWA,0,5,5,0.0
2015,Ireland,IRL,IE,Cameroon,CMR,0,13,13,0.0
2015,Ireland,IRL,IE,Dem. Rep. of the Congo,COD,10,31,46,21.74
2015,Ireland,IRL,IE,Eritrea,ERI,5,0,5,100.0
2015,Ireland,IRL,IE,Ghana,GHA,5,5,10,50.0
2015,Ireland,IRL,IE,Kenya,KEN,0,0,5,0.0
2015,Ireland,IRL,IE,Liberia,LBR,0,5,5,0.0
2015,Ireland,IRL,IE,Libya,LBY,13,0,13,100.0
2015,Ireland,IRL,IE,Malawi,MWI,5,29,44,11.36
2015,Ireland,IRL,IE,Morocco,MAR,0,0,5,0.0
2015,Ireland,IRL,IE,Mauritius,MUS,0,12,12,0.0
2015,Ireland,IRL,IE,Nigeria,NGA,0,87,124,0.0
2015,Ireland,IRL,IE,South Africa,ZAF,5,29,39,12.82
2015,Ireland,IRL,IE,Somalia,SOM,12,0,17,70.59
2015,Ireland,IRL,IE,Sudan,SDN,12,0,12,100.0
2015,Ireland,IRL,IE,Eswatini,SWZ,0,0,5,0.0
2015,Ireland,IRL,IE,Uganda,UGA,5,0,5,100.0
2015,Ireland,IRL,IE,Zimbabwe,ZWE,5,38,54,9.26
2015,Italy,ITA,IT,Algeria,DZA,5,86,118,4.24
2015,Italy,ITA,IT,Angola,AGO,0,0,5,0.0
2015,Italy,ITA,IT,Egypt,EGY,27,441,693,3.9
2015,Italy,ITA,IT,Burundi,BDI,0,0,5,0.0
2015,Italy,ITA,IT,Benin,BEN,5,63,113,4.42
2015,Italy,ITA,IT,Burkina Faso,BFA,10,227,392,2.55
2015,Italy,ITA,IT,Central African Rep.,CAF,17,10,39,43.59
2015,Italy,ITA,IT,Chad,TCD,0,25,75,0.0
2015,Italy,ITA,IT,Cameroon,CMR,45,98,229,19.65
2015,Italy,ITA,IT,Congo,COG,16,40,107,14.95
2015,Italy,ITA,IT,Dem. Rep. of the Congo,COD,42,22,111,37.84
2015,Italy,ITA,IT,Equatorial Guinea,GNQ,0,0,11,0.0
2015,Italy,ITA,IT,Eritrea,ERI,260,132,659,39.45
2015,Italy,ITA,IT,Ethiopia,ETH,49,21,152,32.24
2015,Italy,ITA,IT,Gabon,GAB,0,0,11,0.0
2015,Italy,ITA,IT,Gambia,GMB,247,5730,8726,2.83
2015,Italy,ITA,IT,Ghana,GHA,43,1868,2674,1.61
2015,Italy,ITA,IT,Guinea-Bissau,GNB,0,345,499,0.0
2015,Italy,ITA,IT,Guinea,GIN,37,572,1173,3.15
2015,Italy,ITA,IT,Cote d'Ivoire,CIV,62,1337,2276,2.72
2015,Italy,ITA,IT,Kenya,KEN,5,14,31,16.13
2015,Italy,ITA,IT,Liberia,LBR,0,38,115,0.0
2015,Italy,ITA,IT,Libya,LBY,34,43,208,16.35
2015,Italy,ITA,IT,Madagascar,MDG,0,5,10,0.0
2015,Italy,ITA,IT,Mauritania,MRT,15,69,121,12.4
2015,Italy,ITA,IT,Mali,MLI,61,5814,8598,0.71
2015,Italy,ITA,IT,Morocco,MAR,10,233,327,3.06
2015,Italy,ITA,IT,Mauritius,MUS,0,5,5,0.0
2015,Italy,ITA,IT,Namibia,NAM,0,0,5,0.0
2015,Italy,ITA,IT,Niger,NER,5,78,142,3.52
2015,Italy,ITA,IT,Nigeria,NGA,343,8852,12595,2.72
2015,Italy,ITA,IT,Rwanda,RWA,5,0,5,100.0
2015,Italy,ITA,IT,Senegal,SEN,89,3867,5430,1.64
2015,Italy,ITA,IT,Sierra Leone,SLE,5,71,188,2.66
2015,Italy,ITA,IT,Somalia,SOM,198,73,1147,17.26
2015,Italy,ITA,IT,Sudan,SDN,61,96,268,22.76
2015,Italy,ITA,IT,South Sudan,SSD,0,0,5,0.0
2015,Italy,ITA,IT,Eswatini,SWZ,5,0,5,100.0
2015,Italy,ITA,IT,United Rep. of Tanzania,TZA,13,0,13,100.0
2015,Italy,ITA,IT,Togo,TGO,17,139,289,5.88
2015,Italy,ITA,IT,Tunisia,TUN,5,302,381,1.31
2015,Italy,ITA,IT,Uganda,UGA,12,5,22,54.55
2015,Italy,ITA,IT,Zimbabwe,ZWE,0,0,5,0.0
2015,Luxembourg,LUX,LU,Algeria,DZA,0,5,37,0.0
2015,Luxembourg,LUX,LU,Egypt,EGY,0,0,5,0.0
2015,Luxembourg,LUX,LU,Benin,BEN,0,0,5,0.0
2015,Luxembourg,LUX,LU,Cameroon,CMR,0,0,13,0.0
2015,Luxembourg,LUX,LU,Dem. Rep. of the Congo,COD,5,5,15,33.33
2015,Luxembourg,LUX,LU,Eritrea,ERI,29,0,41,70.73
2015,Luxembourg,LUX,LU,Ethiopia,ETH,12,0,17,70.59
2015,Luxembourg,LUX,LU,Gambia,GMB,0,5,10,0.0
2015,Luxembourg,LUX,LU,Ghana,GHA,0,0,5,0.0
2015,Luxembourg,LUX,LU,Guinea,GIN,0,5,10,0.0
2015,Luxembourg,LUX,LU,Cote d'Ivoire,CIV,0,5,5,0.0
2015,Luxembourg,LUX,LU,Liberia,LBR,0,0,5,0.0
2015,Luxembourg,LUX,LU,Libya,LBY,0,0,11,0.0
2015,Luxembourg,LUX,LU,Mali,MLI,0,0,5,0.0
2015,Luxembourg,LUX,LU,Morocco,MAR,0,0,10,0.0
2015,Luxembourg,LUX,LU,Nigeria,NGA,0,18,42,0.0
2015,Luxembourg,LUX,LU,Somalia,SOM,5,0,15,33.33
2015,Luxembourg,LUX,LU,South Sudan,SSD,0,0,5,0.0
2015,Luxembourg,LUX,LU,Togo,TGO,0,5,5,0.0
2015,Luxembourg,LUX,LU,Tunisia,TUN,0,14,33,0.0
2015,Luxembourg,LUX,LU,Uganda,UGA,0,0,5,0.0
2015,Malta,MLT,MT,Algeria,DZA,0,5,10,0.0
2015,Malta,MLT,MT,Egypt,EGY,0,10,28,0.0
2015,Malta,MLT,MT,Cameroon,CMR,0,5,5,0.0
2015,Malta,MLT,MT,Comoros,COM,0,5,5,0.0
2015,Malta,MLT,MT,Eritrea,ERI,0,0,51,0.0
2015,Malta,MLT,MT,Ethiopia,ETH,5,0,21,23.81
2015,Malta,MLT,MT,Gambia,GMB,5,13,28,17.86
2015,Malta,MLT,MT,Ghana,GHA,0,0,5,0.0
2015,Malta,MLT,MT,Guinea-Bissau,GNB,0,12,12,0.0
2015,Malta,MLT,MT,Guinea,GIN,0,5,5,0.0
2015,Malta,MLT,MT,Cote d'Ivoire,CIV,0,13,18,0.0
2015,Malta,MLT,MT,Libya,LBY,244,0,1037,23.53
2015,Malta,MLT,MT,Mali,MLI,0,24,29,0.0
2015,Malta,MLT,MT,Morocco,MAR,0,0,11,0.0
2015,Malta,MLT,MT,Nigeria,NGA,5,11,26,19.23
2015,Malta,MLT,MT,Senegal,SEN,0,0,28,0.0
2015,Malta,MLT,MT,Somalia,SOM,5,0,63,7.94
2015,Malta,MLT,MT,Sudan,SDN,0,5,5,0.0
2015,Malta,MLT,MT,Tunisia,TUN,0,11,11,0.0
2015,Netherlands,NLD,NL,Algeria,DZA,0,14,19,0.0
2015,Netherlands,NLD,NL,Angola,AGO,0,5,5,0.0
2015,Netherlands,NLD,NL,Egypt,EGY,16,39,65,24.62
2015,Netherlands,NLD,NL,Burundi,BDI,0,12,12,0.0
2015,Netherlands,NLD,NL,Chad,TCD,0,5,5,0.0
2015,Netherlands,NLD,NL,Cameroon,CMR,0,15,20,0.0
2015,Netherlands,NLD,NL,Congo,COG,10,24,39,25.64
2015,Netherlands,NLD,NL,Eritrea,ERI,4462,243,5027,88.76
2015,Netherlands,NLD,NL,Ethiopia,ETH,26,51,82,31.71
2015,Netherlands,NLD,NL,Gambia,GMB,5,22,27,18.52
2015,Netherlands,NLD,NL,Ghana,GHA,0,13,18,0.0
2015,Netherlands,NLD,NL,Guinea,GIN,17,25,54,31.48
2015,Netherlands,NLD,NL,Cote d'Ivoire,CIV,0,14,14,0.0
2015,Netherlands,NLD,NL,Kenya,KEN,0,5,5,0.0
2015,Netherlands,NLD,NL,Liberia,LBR,0,10,10,0.0
2015,Netherlands,NLD,NL,Libya,LBY,17,30,62,27.42
2015,Netherlands,NLD,NL,Mali,MLI,0,13,13,0.0
2015,Netherlands,NLD,NL,Morocco,MAR,5,40,50,10.0
2015,Netherlands,NLD,NL,Niger,NER,0,5,5,0.0
2015,Netherlands,NLD,NL,Nigeria,NGA,59,121,197,29.95
2015,Netherlands,NLD,NL,South Africa,ZAF,0,10,10,0.0
2015,Netherlands,NLD,NL,Rwanda,RWA,0,10,10,0.0
2015,Netherlands,NLD,NL,Senegal,SEN,0,10,10,0.0
2015,Netherlands,NLD,NL,Sierra Leone,SLE,12,12,34,35.29
2015,Netherlands,NLD,NL,Somalia,SOM,55,71,150,36.67
2015,Netherlands,NLD,NL,Sudan,SDN,108,43,173,62.43
2015,Netherlands,NLD,NL,United Rep. of Tanzania,TZA,0,10,10,0.0
2015,Netherlands,NLD,NL,Togo,TGO,0,5,5,0.0
2015,Netherlands,NLD,NL,Tunisia,TUN,0,10,15,0.0
2015,Netherlands,NLD,NL,Uganda,UGA,42,34,76,55.26
2015,Netherlands,NLD,NL,Zimbabwe,ZWE,0,5,10,0.0
2015,Norway,NOR,NO,Algeria,DZA,0,34,92,0.0
2015,Norway,NOR,NO,Angola,AGO,0,5,5,0.0
2015,Norway,NOR,NO,Egypt,EGY,0,46,106,0.0
2015,Norway,NOR,NO,Burundi,BDI,5,0,5,100.0
2015,Norway,NOR,NO,Chad,TCD,0,0,5,0.0
2015,Norway,NOR,NO,Cameroon,CMR,0,0,14,0.0
2015,Norway,NOR,NO,Congo,COG,5,0,5,100.0
2015,Norway,NOR,NO,Dem. Rep. of the Congo,COD,0,0,5,0.0
2015,Norway,NOR,NO,Djibouti,DJI,0,0,10,0.0
