annee,iso3_accueil,iso3_origine,nb_demandes
2020,FRA,GHA,52
2020,FRA,GIN,4177
2020,FRA,GMB,120
2020,FRA,GNB,27
2020,FRA,GNQ,7
2020,FRA,KEN,13
2020,FRA,LBR,15
2020,FRA,LBY,138
2020,FRA,MAR,243
2020,FRA,MDG,28
2020,FRA,MLI,1724
2020,FRA,MRT,831
2020,FRA,NER,43
2020,FRA,NGA,2188
2020,FRA,RWA,101
2020,FRA,SDN,692
2020,FRA,SEN,1089
2020,FRA,SLE,103
2020,FRA,SOM,980
2020,FRA,SSD,9
2020,FRA,TCD,368
2020,FRA,TGO,72
2020,FRA,TUN,124
2020,FRA,TZA,5
2020,FRA,UGA,8
2020,FRA,ZAF,9
2020,GRC,AGO,6
2020,GRC,BDI,5
2020,GRC,BFA,7
2020,GRC,CIV,13
2020,GRC,CMR,171
2020,GRC,COD,637
2020,GRC,COG,22
2020,GRC,DZA,177
2020,GRC,EGY,435
2020,GRC,ERI,6
2020,GRC,ETH,27
2020,GRC,GAB,5
2020,GRC,GHA,75
2020,GRC,GIN,47
2020,GRC,GMB,104
2020,GRC,LBY,8
2020,GRC,MAR,130
2020,GRC,MLI,20
2020,GRC,MRT,5
2020,GRC,NER,11
2020,GRC,NGA,70
2020,GRC,RWA,5
2020,GRC,SDN,21
2020,GRC,SEN,46
2020,GRC,SLE,45
2020,GRC,SOM,78
2020,GRC,TGO,46
2020,GRC,TUN,14
2020,GRC,UGA,14
2020,HRV,DZA,12
2020,HRV,MAR,13
2020,HRV,NGA,5
2020,HRV,SLE,5
2020,HRV,TUN,5
2020,IRL,AGO,5
2020,IRL,BWA,5
2020,IRL,CMR,5
2020,IRL,COD,29
2020,IRL,DZA,32
2020,IRL,EGY,5
2020,IRL,GHA,11
2020,IRL,MAR,16
2020,IRL,MUS,5
2020,IRL,MWI,32
2020,IRL,NGA,91
2020,IRL,SLE,10
2020,IRL,SOM,5
2020,IRL,SWZ,5
2020,IRL,TZA,5
2020,IRL,UGA,5
2020,IRL,ZAF,128
2020,IRL,ZWE,163
2020,ITA,BEN,5
2020,ITA,BFA,29
2020,ITA,CIV,120
2020,ITA,CMR,16
2020,ITA,DZA,7
2020,ITA,EGY,20
2020,ITA,GHA,226
2020,ITA,GIN,125
2020,ITA,GMB,566
2020,ITA,GNB,50
2020,ITA,LBR,5
2020,ITA,MAR,17
2020,ITA,MLI,276
2020,ITA,NER,21
2020,ITA,NGA,2296
2020,ITA,SDN,5
2020,ITA,SEN,401
2020,ITA,SLE,27
2020,ITA,SOM,8
2020,ITA,TGO,38
2020,ITA,TUN,22
2020,LUX,BEN,5
2020,LUX,CIV,6
2020,LUX,CMR,6
2020,LUX,ETH,5
2020,LUX,GIN,19
2020,LUX,MAR,6
2020,LUX,NGA,5
2020,LUX,SDN,6
2020,LUX,SEN,5
2020,LUX,TUN,5
2020,NOR,AGO,14
2020,NOR,CIV,5
2020,NOR,CMR,5
2020,NOR,COD,5
2020,NOR,DZA,5
2020,NOR,EGY,5
2020,NOR,ERI,82
2020,NOR,ETH,100
2020,NOR,GHA,8
2020,NOR,GIN,5
2020,NOR,GMB,5
2020,NOR,LBY,5
2020,NOR,MAR,10
2020,NOR,NGA,6
2020,NOR,RWA,5
2020,NOR,SDN,14
2020,NOR,SOM,38
2020,POL,AGO,5
2020,POL,DZA,8
2020,POL,EGY,13
2020,POL,GIN,6
2020,POL,NGA,12
2020,SVN,COD,5
2020,SVN,DZA,5
2020,SVN,MAR,5
2020,SWE,AGO,22
2020,SWE,BDI,37
2020,SWE,BFA,5
2020,SWE,CIV,9
2020,SWE,CMR,124
2020,SWE,COD,90
2020,SWE,COG,19
2020,SWE,DJI,14
2020,SWE,DZA,41
2020,SWE,EGY,347
2020,SWE,ERI,205
2020,SWE,ETH,374
2020,SWE,GAB,5
2020,SWE,GHA,73
2020,SWE,GIN,11
2020,SWE,GMB,103
2020,SWE,GNB,7
2020,SWE,GNQ,9
2020,SWE,KEN,36
2020,SWE,LBR,11
2020,SWE,LBY,31
2020,SWE,MAR,168
2020,SWE,MLI,6
2020,SWE,MOZ,9
2020,SWE,NGA,335
2020,SWE,RWA,47
2020,SWE,SDN,94
2020,SWE,SEN,23
2020,SWE,SLE,14
2020,SWE,SOM,419
2020,SWE,SWZ,5
2020,SWE,TGO,5
2020,SWE,TUN,51
2020,SWE,TZA,47
2020,SWE,UGA,86
2020,SWE,ZAF,10
2020,SWE,ZMB,5
2020,SWE,ZWE,5
2021,CYP,BFA,5
2021,CYP,CIV,18
2021,CYP,CMR,327
2021,CYP,COD,162
2021,CYP,EGY,400
2021,CYP,GHA,6
2021,CYP,GIN,40
2021,CYP,GMB,21
2021,CYP,LBR,5
2021,CYP,MAR,5
2021,CYP,NGA,432
2021,CYP,SEN,7
2021,CYP,SLE,49
2021,CYP,SOM,43
2021,CYP,ZWE,6
2021,DNK,CMR,5
2021,DNK,COD,9
2021,DNK,DZA,9
2021,DNK,EGY,13
2021,DNK,ERI,18
2021,DNK,ETH,6
2021,DNK,GHA,5
2021,DNK,MAR,25
2021,DNK,NGA,7
2021,DNK,RWA,5
2021,DNK,SOM,37
2021,DNK,UGA,9
2021,FRA,AGO,1072
2021,FRA,BDI,288
2021,FRA,BEN,52
2021,FRA,BFA,163
2021,FRA,CAF,230
2021,FRA,CIV,4071
2021,FRA,CMR,611
2021,FRA,COD,3265
2021,FRA,COG,538
2021,FRA,COM,1423
2021,FRA,CPV,5
2021,FRA,DJI,67
2021,FRA,DZA,870
2021,FRA,EGY,411
2021,FRA,ERI,505
2021,FRA,ESH,327
2021,FRA,ETH,433
2021,FRA,GAB,116
2021,FRA,GHA,85
2021,FRA,GIN,4957
2021,FRA,GMB,308
2021,FRA,GNB,62
2021,FRA,GNQ,6
2021,FRA,KEN,19
2021,FRA,LBR,66
2021,FRA,LBY,128
2021,FRA,MAR,336
2021,FRA,MDG,122
2021,FRA,MLI,1431
2021,FRA,MOZ,5
2021,FRA,MRT,1412
2021,FRA,MUS,5
2021,FRA,NER,92
2021,FRA,NGA,4883
2021,FRA,RWA,161
2021,FRA,SDN,941
2021,FRA,SEN,1275
2021,FRA,SLE,209
2021,FRA,SOM,1796
2021,FRA,SSD,6
2021,FRA,TCD,706
2021,FRA,TGO,91
2021,FRA,TUN,173
2021,FRA,TZA,11
2021,FRA,UGA,22
2021,FRA,ZAF,12
2021,FRA,ZWE,6
2021,GRC,AGO,16
2021,GRC,BDI,12
2021,GRC,BFA,21
2021,GRC,CIV,21
2021,GRC,CMR,208
2021,GRC,COD,1250
2021,GRC,COG,24
2021,GRC,COM,5
2021,GRC,DZA,133
2021,GRC,EGY,478
2021,GRC,ETH,8
2021,GRC,GHA,91
2021,GRC,GIN,74
2021,GRC,GMB,94
2021,GRC,KEN,7
2021,GRC,LBY,6
2021,GRC,MAR,94
2021,GRC,MLI,45
2021,GRC,NER,5
2021,GRC,NGA,78
2021,GRC,SDN,35
2021,GRC,SEN,40
2021,GRC,SLE,57
2021,GRC,SOM,486
2021,GRC,SSD,5
2021,GRC,TGO,54
2021,GRC,TUN,20
2021,GRC,TZA,5
2021,GRC,UGA,13
2021,HRV,DZA,5
2021,HRV,MAR,5
2021,HRV,TUN,5
2021,IRL,AGO,5
2021,IRL,CMR,5
2021,IRL,COD,24
2021,IRL,DZA,26
2021,IRL,EGY,10
2021,IRL,GHA,14
2021,IRL,MAR,6
2021,IRL,MWI,16
2021,IRL,NGA,74
2021,IRL,SLE,5
2021,IRL,SOM,7
2021,IRL,TGO,10
2021,IRL,UGA,5
2021,IRL,ZAF,40
2021,IRL,ZWE,99
2021,ITA,BEN,22
2021,ITA,BFA,60
2021,ITA,CIV,253
2021,ITA,CMR,22
2021,ITA,DZA,8
2021,ITA,EGY,29
2021,ITA,GHA,432
2021,ITA,GIN,212
2021,ITA,GMB,970
2021,ITA,GNB,69
2021,ITA,LBR,11
2021,ITA,LBY,10
2021,ITA,MAR,60
2021,ITA,MLI,447
2021,ITA,NER,21
2021,ITA,NGA,4170
2021,ITA,SEN,739
2021,ITA,SLE,30
2021,ITA,SOM,23
2021,ITA,TCD,5
2021,ITA,TGO,53
2021,ITA,TUN,113
2021,MLT,CIV,25
2021,MLT,CMR,6
2021,MLT,DZA,16
2021,MLT,EGY,93
2021,MLT,ERI,5
2021,MLT,ETH,8
2021,MLT,GHA,24
2021,MLT,GIN,6
2021,MLT,GMB,23
2021,MLT,LBY,22
2021,MLT,MAR,75
2021,MLT,MLI,8
2021,MLT,NGA,54
2021,MLT,SDN,5
2021,MLT,SEN,18
2021,MLT,SLE,5
2021,MLT,SOM,23
2021,MLT,TCD,5
2021,MLT,TGO,5
2021,MLT,TUN,5
2021,NOR,CMR,5
2021,NOR,COD,5
2021,NOR,DZA,5
2021,NOR,ERI,63
2021,NOR,ETH,60
2021,NOR,GMB,5
2021,NOR,KEN,5
2021,NOR,MAR,7
2021,NOR,MLI,5
2021,NOR,NGA,14
2021,NOR,SDN,9
2021,NOR,SOM,41
2021,NOR,TUN,6
2021,NOR,UGA,5
2021,NOR,ZWE,5
2021,POL,COG,5
2021,POL,DZA,5
2021,POL,EGY,8
2021,POL,NGA,7
2021,SWE,AGO,13
2021,SWE,BDI,32
2021,SWE,CIV,10
2021,SWE,CMR,104
2021,SWE,COD,21
2021,SWE,COG,7
2021,SWE,DJI,13
2021,SWE,DZA,44
2021,SWE,EGY,133
2021,SWE,ERI,105
2021,SWE,ETH,272
2021,SWE,GHA,29
2021,SWE,GIN,14
2021,SWE,GMB,89
2021,SWE,KEN,28
2021,SWE,LBR,6
2021,SWE,LBY,48
2021,SWE,MAR,82
2021,SWE,MOZ,5
2021,SWE,NAM,5
2021,SWE,NER,5
2021,SWE,NGA,243
2021,SWE,RWA,23
2021,SWE,SDN,80
2021,SWE,SEN,19
2021,SWE,SLE,5
2021,SWE,SOM,279
2021,SWE,TUN,45
2021,SWE,TZA,24
2021,SWE,UGA,50
2021,SWE,ZWE,8
2022,BEL,AGO,94
2022,BEL,BDI,55
2022,BEL,BEN,20
2022,BEL,BFA,51
2022,BEL,CIV,91
2022,BEL,CMR,205
2022,BEL,COD,403
2022,BEL,COG,5
2022,BEL,DJI,8
2022,BEL,DZA,32
2022,BEL,EGY,22
2022,BEL,ERI,105
2022,BEL,ETH,16
2022,BEL,GAB,8
2022,BEL,GHA,21
2022,BEL,GIN,365
2022,BEL,GMB,35
2022,BEL,LBR,16
2022,BEL,LBY,40
2022,BEL,MAR,22
2022,BEL,MLI,22
2022,BEL,MRT,43
2022,BEL,NER,34
2022,BEL,NGA,131
2022,BEL,RWA,133
2022,BEL,SDN,41
2022,BEL,SEN,108
2022,BEL,SLE,16
2022,BEL,SOM,159
2022,BEL,TCD,21
2022,BEL,TGO,44
2022,BEL,TUN,19
2022,BEL,TZA,11
2022,BEL,UGA,8
2022,CYP,BDI,5
2022,CYP,CIV,25
2022,CYP,CMR,387
2022,CYP,COD,311
2022,CYP,COG,23
2022,CYP,EGY,197
2022,CYP,GHA,5
2022,CYP,GIN,58
2022,CYP,GMB,16
2022,CYP,LBR,5
2022,CYP,NGA,614
2022,CYP,SEN,5
2022,CYP,SLE,200
2022,CYP,SOM,69
2022,CYP,ZWE,5
2022,DNK,CMR,5
2022,DNK,COD,8
2022,DNK,DZA,5
2022,DNK,EGY,7
2022,DNK,ERI,5
2022,DNK,ETH,11
2022,DNK,GHA,5
2022,DNK,LBY,5
2022,DNK,MAR,10
2022,DNK,NGA,5
2022,DNK,SDN,7
2022,DNK,SOM,17
2022,DNK,UGA,5
2022,FRA,AGO,583
2022,FRA,BDI,160
2022,FRA,BEN,215
2022,FRA,BFA,281
2022,FRA,CAF,219
2022,FRA,CIV,3726
2022,FRA,CMR,926
2022,FRA,COD,2759
2022,FRA,COG,814
2022,FRA,COM,953
2022,FRA,DJI,169
2022,FRA,DZA,490
2022,FRA,EGY,370
2022,FRA,ERI,340
2022,FRA,ESH,104
2022,FRA,ETH,369
2022,FRA,GAB,252
2022,FRA,GHA,121
2022,FRA,GIN,2769
2022,FRA,GMB,310
2022,FRA,GNB,70
2022,FRA,GNQ,6
2022,FRA,KEN,31
2022,FRA,LBR,69
2022,FRA,LBY,136
2022,FRA,MAR,183
2022,FRA,MDG,384
2022,FRA,MLI,1622
2022,FRA,MRT,1373
2022,FRA,MUS,13
2022,FRA,NER,101
2022,FRA,NGA,3810
2022,FRA,RWA,161
2022,FRA,SDN,1146
2022,FRA,SEN,886
2022,FRA,SLE,332
2022,FRA,SOM,2417
2022,FRA,SSD,11
2022,FRA,TCD,1247
2022,FRA,TGO,208
2022,FRA,TUN,146
2022,FRA,TZA,10
2022,FRA,UGA,25
2022,FRA,ZAF,10
2022,FRA,ZWE,5
2022,GRC,AGO,20
2022,GRC,BDI,12
2022,GRC,BEN,5
2022,GRC,BFA,12
2022,GRC,CIV,23
2022,GRC,CMR,151
2022,GRC,COD,1031
2022,GRC,COG,12
2022,GRC,DJI,10
2022,GRC,DZA,101
2022,GRC,EGY,857
2022,GRC,ERI,6
2022,GRC,ETH,22
2022,GRC,GAB,5
2022,GRC,GHA,102
2022,GRC,GIN,92
2022,GRC,GMB,49
2022,GRC,LBR,5
2022,GRC,LBY,8
2022,GRC,MAR,80
2022,GRC,MLI,22
2022,GRC,NGA,123
2022,GRC,SDN,27
2022,GRC,SEN,24
2022,GRC,SLE,338
2022,GRC,SOM,656
2022,GRC,TGO,41
2022,GRC,TUN,13
2022,GRC,UGA,21
2022,IRL,BWA,45
2022,IRL,CIV,5
2022,IRL,CMR,5
2022,IRL,COD,29
2022,IRL,DZA,68
2022,IRL,EGY,6
2022,IRL,GHA,23
2022,IRL,GMB,5
2022,IRL,KEN,15
2022,IRL,MAR,15
2022,IRL,MWI,7
2022,IRL,NGA,252
2022,IRL,SDN,5
2022,IRL,SLE,5
2022,IRL,SOM,7
2022,IRL,SWZ,5
2022,IRL,TGO,13
2022,IRL,UGA,7
2022,IRL,ZAF,69
2022,IRL,ZWE,99
2022,NOR,CMR,5
2022,NOR,COD,6
2022,NOR,DZA,5
2022,NOR,ERI,63
2022,NOR,ETH,48
2022,NOR,GIN,5
2022,NOR,NGA,7
2022,NOR,SDN,5
2022,NOR,SOM,39
2022,NOR,TCD,5
2022,NOR,ZAF,5
2022,SWE,AGO,7
2022,SWE,BDI,6
2022,SWE,CIV,5
2022,SWE,CMR,74
2022,SWE,COD,43
2022,SWE,DJI,11
2022,SWE,DZA,40
2022,SWE,EGY,103
2022,SWE,ERI,83
2022,SWE,ETH,190
2022,SWE,GHA,30
2022,SWE,GIN,10
2022,SWE,GMB,48
2022,SWE,KEN,11
2022,SWE,LBR,5
2022,SWE,LBY,21
2022,SWE,MAR,100
2022,SWE,NGA,153
2022,SWE,RWA,18
2022,SWE,SDN,14
2022,SWE,SEN,9
2022,SWE,SLE,6
2022,SWE,SOM,189
2022,SWE,TUN,43
2022,SWE,TZA,14
2022,SWE,UGA,22
2022,SWE,ZWE,5
2023,BEL,AGO,48
2023,BEL,BDI,195
2023,BEL,BEN,27
2023,BEL,BFA,40
2023,BEL,CIV,86
2023,BEL,CMR,240
2023,BEL,COD,354
2023,BEL,COG,11
2023,BEL,DJI,8
2023,BEL,DZA,52
2023,BEL,EGY,34
2023,BEL,ERI,101
2023,BEL,ETH,45
2023,BEL,GAB,6
2023,BEL,GHA,22
2023,BEL,GIN,527
2023,BEL,GMB,38
2023,BEL,LBR,15
2023,BEL,LBY,37
2023,BEL,MAR,55
2023,BEL,MLI,19
2023,BEL,MRT,103
2023,BEL,NER,37
2023,BEL,NGA,131
2023,BEL,RWA,89
2023,BEL,SDN,35
2023,BEL,SEN,109
2023,BEL,SLE,13
2023,BEL,SOM,175
2023,BEL,TCD,13
2023,BEL,TGO,46
2023,BEL,TUN,32
2023,BEL,TZA,10
2023,BEL,UGA,12
2023,CYP,CAF,5
2023,CYP,CIV,19
2023,CYP,CMR,529
2023,CYP,COD,774
2023,CYP,COG,49
2023,CYP,EGY,177
2023,CYP,GHA,24
2023,CYP,GIN,40
2023,CYP,GMB,32
2023,CYP,KEN,5
2023,CYP,LBR,12
2023,CYP,NER,5
2023,CYP,NGA,2478
2023,CYP,SEN,13
2023,CYP,SLE,139
2023,CYP,SOM,139
2023,CYP,ZWE,5
2023,CZE,DZA,9
2023,CZE,MAR,17
2023,CZE,NGA,20
2023,CZE,TUN,6
2023,DEU,AGO,265
2023,DEU,BDI,287
2023,DEU,BEN,177
2023,DEU,BFA,58
2023,DEU,CAF,5
2023,DEU,CIV,475
2023,DEU,CMR,455
2023,DEU,COD,238
2023,DEU,COG,19
2023,DEU,COM,7
2023,DEU,DJI,27
2023,DEU,DZA,557
2023,DEU,EGY,552
2023,DEU,ERI,511
2023,DEU,ETH,553
2023,DEU,GAB,7
2023,DEU,GHA,172
2023,DEU,GIN,869
2023,DEU,GMB,269
2023,DEU,GNB,20
2023,DEU,KEN,96
2023,DEU,LBR,90
2023,DEU,LBY,535
2023,DEU,MAR,440
2023,DEU,MDG,5
2023,DEU,MLI,68
2023,DEU,MOZ,15
2023,DEU,MRT,19
2023,DEU,MWI,18
2023,DEU,NAM,20
2023,DEU,NER,31
2023,DEU,NGA,1870
2023,DEU,RWA,84
2023,DEU,SDN,139
2023,DEU,SEN,62
2023,DEU,SLE,173
2023,DEU,SOM,914
2023,DEU,SSD,16
2023,DEU,TCD,19
2023,DEU,TGO,105
2023,DEU,TUN,915
2023,DEU,TZA,77
2023,DEU,UGA,76
2023,DEU,ZAF,38
2023,DEU,ZWE,69
2023,DNK,BDI,5
2023,DNK,COD,10
2023,DNK,EGY,5
2023,DNK,ERI,8
2023,DNK,ETH,5
2023,DNK,GMB,5
2023,DNK,MAR,8
2023,DNK,NGA,6
2023,DNK,SOM,21
2023,DNK,UGA,8
2023,DNK,ZWE,5
2023,GRC,AGO,9
2023,GRC,BFA,6
2023,GRC,CIV,16
2023,GRC,CMR,146
2023,GRC,COD,430
2023,GRC,COG,28
2023,GRC,COM,5
2023,GRC,DJI,11
2023,GRC,DZA,35
2023,GRC,EGY,945
2023,GRC,ERI,155
2023,GRC,ETH,17
2023,GRC,GHA,83
2023,GRC,GIN,76
2023,GRC,GMB,49
2023,GRC,KEN,7
2023,GRC,LBR,11
2023,GRC,LBY,10
2023,GRC,MAR,44
2023,GRC,MLI,16
2023,GRC,NER,5
2023,GRC,NGA,60
2023,GRC,SDN,21
2023,GRC,SEN,26
2023,GRC,SLE,479
2023,GRC,SOM,537
2023,GRC,TGO,19
2023,GRC,TUN,10
2023,GRC,TZA,5
2023,GRC,UGA,13
2023,GRC,ZWE,5
2023,HRV,BDI,5
2023,HRV,CIV,5
2023,IRL,AGO,7
2023,IRL,BEN,5
2023,IRL,BWA,147
2023,IRL,CMR,9
2023,IRL,COD,71
2023,IRL,DZA,438
2023,IRL,EGY,85
2023,IRL,ETH,5
2023,IRL,GHA,24
2023,IRL,GIN,5
2023,IRL,KEN,14
2023,IRL,LSO,5
2023,IRL,MAR,43
2023,IRL,MOZ,5
2023,IRL,MUS,11
2023,IRL,MWI,33
2023,IRL,NGA,398
2023,IRL,SDN,8
2023,IRL,SLE,30
2023,IRL,SOM,112
2023,IRL,SWZ,24
2023,IRL,TGO,5
2023,IRL,TUN,8
2023,IRL,UGA,5
2023,IRL,ZAF,462
2023,IRL,ZMB,5
2023,IRL,ZWE,370
2023,NOR,BDI,5
2023,NOR,DZA,5
2023,NOR,ERI,67
2023,NOR,ETH,43
2023,NOR,LBY,7
2023,NOR,MAR,11
2023,NOR,NGA,8
2023,NOR,SDN,7
2023,NOR,SOM,37
2023,NOR,TUN,9
2023,NOR,TZA,5
2023,POL,CIV,5
2023,POL,COD,18
2023,POL,COG,7
2023,POL,DZA,5
2023,POL,EGY,98
2023,POL,GHA,5
2023,POL,GIN,6
2023,POL,MAR,8
2023,POL,NGA,12
2023,POL,RWA,6
2023,POL,SDN,5
2023,POL,TUN,7
2023,POL,TZA,5
2023,SVN,BDI,36
2023,SVN,DZA,5
2023,SVN,MAR,5
2023,SWE,AGO,5
2023,SWE,BDI,26
2023,SWE,BWA,6
2023,SWE,CIV,10
2023,SWE,CMR,71
2023,SWE,COD,44
2023,SWE,COG,5
2023,SWE,DJI,8
2023,SWE,DZA,37
2023,SWE,EGY,82
2023,SWE,ERI,91
2023,SWE,ETH,226
2023,SWE,GHA,25
2023,SWE,GIN,18
2023,SWE,GMB,49
2023,SWE,KEN,26
2023,SWE,LBR,5
2023,SWE,LBY,23
2023,SWE,MAR,78
2023,SWE,MLI,5
2023,SWE,NGA,185
2023,SWE,RWA,42
2023,SWE,SDN,57
2023,SWE,SEN,9
2023,SWE,SLE,14
2023,SWE,SOM,185
2023,SWE,TUN,35
2023,SWE,TZA,25
2023,SWE,UGA,61
2023,SWE,ZAF,13
2023,SWE,ZWE,17
